登録番号,集計開始,集計終了,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,まくり率,差し率,前づけ平均,前づけ率,イン進入数,さされ率,まくられ率,まくりさされ率
2538,2025-12-31,2026-07-01,102,2,1,1,0,0,0,0,0.0,50.0,-0.04,1.0,13,30.8,46.2,15.4
2878,2025-12-31,2026-07-01,107,14,9,2,0,3,0,0,0.0,14.3,0.11,1.0,23,17.4,17.4,13.0
3024,2025-12-31,2026-07-01,66,22,11,5,4,0,2,0,18.2,22.7,1.8,51.5,30,13.3,26.7,16.7
3054,2025-12-31,2026-07-01,90,18,5,2,8,1,2,0,44.4,11.1,-0.02,0.0,14,14.3,28.6,14.3
3070,2025-12-31,2026-07-01,67,15,7,5,2,0,1,0,13.3,33.3,0.78,26.2,14,14.3,21.4,7.1
3072,2025-12-31,2026-07-01,93,10,7,2,1,0,0,0,10.0,20.0,1.54,46.2,18,33.3,22.2,5.6
3075,2025-12-31,2026-07-01,103,14,5,0,5,1,3,0,35.7,0.0,-0.02,1.0,16,31.2,25.0,6.2
3081,2025-12-31,2026-07-01,64,11,4,3,3,0,0,1,27.3,27.3,0.0,0.0,9,22.2,22.2,11.1
3105,2025-12-31,2026-07-01,94,14,7,3,3,1,0,0,21.4,21.4,-0.02,0.0,15,0.0,20.0,33.3
3107,2025-12-31,2026-07-01,64,2,1,0,1,0,0,0,50.0,0.0,-0.05,0.0,9,22.2,33.3,11.1
3156,2025-12-31,2026-07-01,97,5,3,0,1,1,0,0,20.0,0.0,0.39,14.4,16,37.5,31.2,0.0
3158,2025-12-31,2026-07-01,103,21,14,1,3,2,1,0,14.3,4.8,-0.01,0.0,24,8.3,12.5,20.8
3159,2025-12-31,2026-07-01,84,30,16,9,5,0,0,0,16.7,30.0,1.44,39.3,28,14.3,10.7,10.7
3161,2025-12-31,2026-07-01,87,7,4,0,1,0,2,0,14.3,0.0,0.53,16.5,16,18.8,25.0,25.0
3175,2025-12-31,2026-07-01,96,6,2,1,1,2,0,0,16.7,16.7,-0.02,1.1,11,27.3,36.4,9.1
3176,2025-12-31,2026-07-01,34,2,2,0,0,0,0,0,0.0,0.0,0.09,0.0,6,16.7,33.3,0.0
3202,2025-12-31,2026-07-01,109,8,4,0,0,1,3,0,0.0,0.0,0.0,0.0,18,22.2,38.9,11.1
3207,2025-12-31,2026-07-01,97,3,2,0,0,1,0,0,0.0,0.0,-0.08,0.0,16,18.8,37.5,18.8
3211,2025-12-31,2026-07-01,79,4,3,0,1,0,0,0,25.0,0.0,-0.05,0.0,13,38.5,15.4,15.4
3212,2025-12-31,2026-07-01,101,11,8,1,2,0,0,0,18.2,9.1,0.45,16.3,18,27.8,11.1,11.1
3224,2025-12-31,2026-07-01,106,5,3,0,1,1,0,0,20.0,0.0,0.02,1.0,13,0.0,69.2,0.0
3226,2025-12-31,2026-07-01,89,7,5,0,1,1,0,0,14.3,0.0,-0.01,0.0,15,26.7,13.3,13.3
3232,2025-12-31,2026-07-01,97,22,14,5,2,1,0,0,9.1,22.7,0.02,0.0,22,4.5,18.2,0.0
3233,2025-12-31,2026-07-01,106,11,4,1,5,0,1,0,45.5,9.1,-0.04,0.0,16,12.5,31.2,25.0
3246,2025-12-31,2026-07-01,39,3,1,0,2,0,0,0,66.7,0.0,0.18,7.9,4,50.0,0.0,25.0
3251,2025-12-31,2026-07-01,142,24,10,7,0,3,4,0,0.0,29.2,0.06,0.0,28,14.3,21.4,17.9
3256,2025-12-31,2026-07-01,131,30,11,4,6,5,2,2,20.0,13.3,-0.02,0.0,23,30.4,8.7,4.3
3257,2025-12-31,2026-07-01,95,36,19,2,13,0,2,0,36.1,5.6,1.56,46.8,25,4.0,16.0,4.0
3265,2025-12-31,2026-07-01,95,21,12,4,1,0,2,2,4.8,19.0,1.61,45.7,34,5.9,35.3,17.6
3268,2025-12-31,2026-07-01,110,12,9,1,1,0,1,0,8.3,8.3,0.42,13.9,17,23.5,5.9,5.9
3277,2025-12-31,2026-07-01,108,9,5,1,3,0,0,0,33.3,11.1,0.09,2.9,18,22.2,33.3,11.1
3282,2025-12-31,2026-07-01,116,10,9,0,1,0,0,0,10.0,0.0,0.01,0.9,20,5.0,20.0,30.0
3284,2025-12-31,2026-07-01,103,16,11,2,1,2,0,0,6.2,12.5,0.14,3.0,17,11.8,11.8,11.8
3286,2025-12-31,2026-07-01,85,8,6,1,1,0,0,0,12.5,12.5,-0.01,0.0,15,6.7,26.7,20.0
3289,2025-12-31,2026-07-01,83,6,1,1,4,0,0,0,66.7,16.7,0.06,1.3,13,30.8,38.5,7.7
3293,2025-12-31,2026-07-01,82,0,0,0,0,0,0,0,,,-0.01,0.0,11,36.4,36.4,27.3
3294,2025-12-31,2026-07-01,84,4,2,0,2,0,0,0,50.0,0.0,-0.08,0.0,13,23.1,38.5,23.1
3297,2025-12-31,2026-07-01,92,7,4,2,1,0,0,0,14.3,28.6,0.8,22.1,16,25.0,25.0,12.5
3300,2025-12-31,2026-07-01,146,35,20,4,2,4,4,1,5.7,11.4,-0.02,0.0,31,6.5,19.4,3.2
3302,2025-12-31,2026-07-01,84,13,3,0,6,1,2,1,46.2,0.0,0.05,1.2,14,28.6,21.4,14.3
3303,2025-12-31,2026-07-01,114,12,10,1,0,0,0,1,0.0,8.3,0.05,2.8,22,13.6,13.6,18.2
3304,2025-12-31,2026-07-01,145,29,18,4,3,2,2,0,10.3,13.8,0.01,0.0,29,10.3,13.8,6.9
3305,2025-12-31,2026-07-01,89,9,7,0,1,1,0,0,11.1,0.0,-0.02,0.0,17,11.8,11.8,35.3
3306,2025-12-31,2026-07-01,90,4,1,0,2,1,0,0,50.0,0.0,-0.03,0.0,14,7.1,42.9,7.1
3313,2025-12-31,2026-07-01,102,12,6,4,0,2,0,0,0.0,33.3,-0.06,0.0,17,23.5,29.4,11.8
3315,2025-12-31,2026-07-01,87,5,2,2,0,0,1,0,0.0,40.0,-0.07,0.0,12,0.0,83.3,0.0
3319,2025-12-31,2026-07-01,119,12,7,2,1,1,1,0,8.3,16.7,0.0,0.0,20,10.0,25.0,20.0
3327,2025-12-31,2026-07-01,124,24,15,4,3,1,1,0,12.5,16.7,0.45,13.8,25,16.0,4.0,20.0
3333,2025-12-31,2026-07-01,131,34,19,6,1,7,1,0,2.9,17.6,0.03,0.0,29,3.4,17.2,13.8
3334,2025-12-31,2026-07-01,150,21,17,0,1,2,0,1,4.8,0.0,0.09,1.4,35,17.1,20.0,11.4
3339,2025-12-31,2026-07-01,99,10,5,2,2,1,0,0,20.0,20.0,-0.07,0.0,15,26.7,6.7,20.0
3340,2025-12-31,2026-07-01,112,15,3,1,3,5,3,0,20.0,6.7,-0.05,0.9,17,23.5,29.4,0.0
3346,2025-12-31,2026-07-01,9,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
3349,2025-12-31,2026-07-01,99,26,14,3,4,5,0,0,15.4,11.5,0.31,9.4,22,18.2,0.0,13.6
3350,2025-12-31,2026-07-01,121,19,14,1,3,0,1,0,15.8,5.3,-0.02,0.8,21,4.8,9.5,4.8
3352,2025-12-31,2026-07-01,109,0,0,0,0,0,0,0,,,-0.36,0.0,0,,,
3353,2025-12-31,2026-07-01,69,3,1,0,0,2,0,0,0.0,0.0,0.0,0.0,9,33.3,44.4,11.1
3355,2025-12-31,2026-07-01,49,0,0,0,0,0,0,0,,,0.02,0.0,7,42.9,42.9,14.3
3357,2025-12-31,2026-07-01,108,7,6,0,1,0,0,0,14.3,0.0,0.0,0.9,19,31.6,21.1,10.5
3361,2025-12-31,2026-07-01,92,11,5,2,0,1,3,0,0.0,18.2,-0.09,0.0,14,28.6,14.3,14.3
3362,2025-12-31,2026-07-01,91,15,7,3,4,0,1,0,26.7,20.0,1.12,36.0,15,13.3,26.7,13.3
3370,2025-12-31,2026-07-01,85,7,3,2,2,0,0,0,28.6,28.6,-0.02,0.0,12,25.0,33.3,16.7
3372,2025-12-31,2026-07-01,62,3,2,1,0,0,0,0,0.0,33.3,-0.03,0.0,8,37.5,25.0,12.5
3377,2025-12-31,2026-07-01,98,6,1,3,1,1,0,0,16.7,50.0,-0.01,0.0,16,6.2,56.2,25.0
3381,2025-12-31,2026-07-01,110,15,5,0,10,0,0,0,66.7,0.0,0.04,1.9,16,31.2,6.2,18.8
3385,2025-12-31,2026-07-01,121,19,9,7,2,1,0,0,10.5,36.8,0.02,0.8,22,18.2,27.3,9.1
3388,2025-12-31,2026-07-01,107,29,16,2,9,1,1,0,31.0,6.9,0.05,1.9,24,4.2,8.3,16.7
3392,2025-12-31,2026-07-01,95,8,6,0,2,0,0,0,25.0,0.0,-0.03,0.0,18,11.1,27.8,11.1
3401,2025-12-31,2026-07-01,110,11,8,1,1,1,0,0,9.1,9.1,-0.07,0.0,14,14.3,21.4,7.1
3406,2025-12-31,2026-07-01,117,13,9,1,0,1,2,0,0.0,7.7,-0.03,0.0,21,14.3,9.5,14.3
3411,2025-12-31,2026-07-01,98,4,3,1,0,0,0,0,0.0,25.0,0.03,0.0,13,23.1,15.4,23.1
3412,2025-12-31,2026-07-01,141,36,22,3,3,7,1,0,8.3,8.3,-0.05,0.0,32,6.2,9.4,6.2
3415,2025-12-31,2026-07-01,123,31,20,7,3,0,1,0,9.7,22.6,0.25,8.1,26,7.7,11.5,3.8
3419,2025-12-31,2026-07-01,35,1,0,0,1,0,0,0,100.0,0.0,-0.15,0.0,4,0.0,25.0,0.0
3422,2025-12-31,2026-07-01,134,32,17,2,8,4,1,0,25.0,6.2,0.1,3.0,29,13.8,10.3,10.3
3430,2025-12-31,2026-07-01,108,10,7,0,1,2,0,0,10.0,0.0,0.05,0.0,15,6.7,13.3,13.3
3432,2025-12-31,2026-07-01,86,9,3,3,1,0,2,0,11.1,33.3,0.09,1.2,10,10.0,20.0,30.0
3434,2025-12-31,2026-07-01,115,10,9,0,0,0,1,0,0.0,0.0,-0.04,0.0,20,5.0,30.0,15.0
3435,2025-12-31,2026-07-01,105,25,18,3,2,1,1,0,8.0,12.0,0.01,0.0,26,15.4,11.5,0.0
3436,2025-12-31,2026-07-01,112,23,14,3,1,4,1,0,4.3,13.0,0.12,1.8,23,8.7,13.0,13.0
3439,2025-12-31,2026-07-01,121,28,16,3,3,4,2,0,10.7,10.7,0.01,0.0,26,15.4,11.5,3.8
3441,2025-12-31,2026-07-01,108,8,5,1,0,1,0,1,0.0,12.5,0.08,2.8,17,17.6,17.6,17.6
3442,2025-12-31,2026-07-01,75,5,3,0,0,2,0,0,0.0,0.0,0.0,0.0,9,33.3,22.2,11.1
3444,2025-12-31,2026-07-01,73,7,5,0,1,1,0,0,14.3,0.0,0.06,1.4,10,20.0,20.0,10.0
3445,2025-12-31,2026-07-01,113,9,8,1,0,0,0,0,0.0,11.1,0.0,0.0,20,25.0,25.0,5.0
3448,2025-12-31,2026-07-01,76,7,5,2,0,0,0,0,0.0,28.6,0.01,0.0,13,30.8,30.8,0.0
3454,2025-12-31,2026-07-01,106,14,6,1,3,2,2,0,21.4,7.1,-0.02,0.0,21,14.3,14.3,33.3
3455,2025-12-31,2026-07-01,122,16,9,3,1,2,1,0,6.2,18.8,0.02,0.8,20,20.0,5.0,5.0
3458,2025-12-31,2026-07-01,82,11,4,3,2,2,0,0,18.2,27.3,0.08,3.8,10,10.0,20.0,30.0
3459,2025-12-31,2026-07-01,95,4,0,0,3,0,1,0,75.0,0.0,-0.02,0.0,9,33.3,33.3,33.3
3461,2025-12-31,2026-07-01,70,3,2,0,1,0,0,0,33.3,0.0,-0.1,0.0,7,0.0,42.9,14.3
3463,2025-12-31,2026-07-01,121,13,4,2,1,5,1,0,7.7,15.4,0.03,0.8,18,16.7,33.3,22.2
3467,2025-12-31,2026-07-01,77,4,1,0,1,1,1,0,25.0,0.0,-0.03,0.0,12,41.7,25.0,25.0
3470,2025-12-31,2026-07-01,102,17,6,3,3,3,1,1,17.6,17.6,-0.03,0.0,16,12.5,18.8,25.0
3471,2025-12-31,2026-07-01,95,3,1,0,1,1,0,0,33.3,0.0,-0.08,1.1,14,35.7,14.3,35.7
3473,2025-12-31,2026-07-01,137,33,24,7,2,0,0,0,6.1,21.2,1.61,46.3,52,7.7,25.0,11.5
3474,2025-12-31,2026-07-01,127,9,4,2,3,0,0,0,33.3,22.2,-0.04,0.0,17,29.4,23.5,11.8
3475,2025-12-31,2026-07-01,88,21,11,1,7,2,0,0,33.3,4.8,0.07,2.3,22,31.8,9.1,9.1
3477,2025-12-31,2026-07-01,95,3,1,0,1,0,1,0,33.3,0.0,0.01,0.0,13,46.2,23.1,15.4
3478,2025-12-31,2026-07-01,105,12,7,4,0,0,1,0,0.0,33.3,0.0,0.0,14,0.0,14.3,14.3
3482,2025-12-31,2026-07-01,144,18,12,1,2,3,0,0,11.1,5.6,-0.06,0.0,29,17.2,6.9,20.7
3484,2025-12-31,2026-07-01,115,32,17,3,5,5,2,0,15.6,9.4,0.07,0.0,25,8.0,8.0,16.0
3489,2025-12-31,2026-07-01,138,29,18,3,4,2,2,0,13.8,10.3,0.07,2.2,26,3.8,15.4,0.0
3497,2025-12-31,2026-07-01,102,16,10,2,1,3,0,0,6.2,12.5,-0.02,0.0,17,5.9,29.4,0.0
3499,2025-12-31,2026-07-01,115,30,21,2,1,3,3,0,3.3,6.7,0.17,4.4,27,0.0,11.1,3.7
3502,2025-12-31,2026-07-01,109,14,8,0,6,0,0,0,42.9,0.0,0.14,3.8,19,21.1,10.5,26.3
3503,2025-12-31,2026-07-01,100,3,1,0,1,1,0,0,33.3,0.0,-0.08,0.0,12,16.7,58.3,16.7
3505,2025-12-31,2026-07-01,98,14,8,3,0,1,2,0,0.0,21.4,0.02,0.0,16,0.0,31.2,12.5
3507,2025-12-31,2026-07-01,86,6,6,0,0,0,0,0,0.0,0.0,0.19,5.9,15,20.0,26.7,13.3
3508,2025-12-31,2026-07-01,90,18,10,4,4,0,0,0,22.2,22.2,-0.01,1.1,14,14.3,7.1,7.1
3509,2025-12-31,2026-07-01,91,3,3,0,0,0,0,0,0.0,0.0,-0.01,0.0,12,16.7,33.3,16.7
3514,2025-12-31,2026-07-01,144,38,20,5,6,5,2,0,15.8,13.2,0.0,0.0,33,9.1,9.1,9.1
3516,2025-12-31,2026-07-01,81,9,4,1,3,0,0,1,33.3,11.1,-0.05,0.0,15,33.3,20.0,13.3
3517,2025-12-31,2026-07-01,113,21,10,3,4,4,0,0,19.0,14.3,0.21,8.0,17,11.8,11.8,5.9
3518,2025-12-31,2026-07-01,87,6,2,2,0,2,0,0,0.0,33.3,-0.05,0.0,11,27.3,54.5,0.0
3519,2025-12-31,2026-07-01,99,6,2,1,0,2,0,1,0.0,16.7,-0.1,0.0,14,28.6,35.7,7.1
3523,2025-12-31,2026-07-01,86,7,3,0,1,0,3,0,14.3,0.0,-0.04,0.0,11,9.1,18.2,0.0
3527,2025-12-31,2026-07-01,110,11,5,3,1,1,1,0,9.1,27.3,0.05,0.0,17,41.2,11.8,11.8
3528,2025-12-31,2026-07-01,104,8,5,0,2,1,0,0,25.0,0.0,-0.01,0.0,19,31.6,21.1,21.1
3532,2025-12-31,2026-07-01,66,15,7,3,4,0,0,1,26.7,20.0,0.88,25.8,13,15.4,15.4,15.4
3535,2025-12-31,2026-07-01,95,9,7,1,0,0,1,0,0.0,11.1,-0.07,0.0,14,7.1,14.3,14.3
3538,2025-12-31,2026-07-01,46,3,1,0,2,0,0,0,66.7,0.0,-0.04,2.2,6,33.3,16.7,16.7
3539,2025-12-31,2026-07-01,118,7,4,2,1,0,0,0,14.3,28.6,0.26,7.1,18,38.9,16.7,16.7
3541,2025-12-31,2026-07-01,130,26,16,2,4,3,1,0,15.4,7.7,0.02,0.8,28,14.3,10.7,10.7
3542,2025-12-31,2026-07-01,111,7,3,2,2,0,0,0,28.6,28.6,1.27,42.3,16,31.2,25.0,18.8
3543,2025-12-31,2026-07-01,58,8,5,2,0,1,0,0,0.0,25.0,0.0,0.0,8,12.5,12.5,12.5
3544,2025-12-31,2026-07-01,98,3,1,1,1,0,0,0,33.3,33.3,-0.06,0.0,13,38.5,15.4,15.4
3546,2025-12-31,2026-07-01,102,6,3,0,1,1,0,1,16.7,0.0,0.11,2.0,15,13.3,46.7,13.3
3548,2025-12-31,2026-07-01,133,22,15,2,2,2,1,0,9.1,9.1,0.02,0.0,28,3.6,7.1,17.9
3550,2025-12-31,2026-07-01,137,34,15,2,14,3,0,0,41.2,5.9,0.03,1.5,27,11.1,7.4,22.2
3551,2025-12-31,2026-07-01,85,7,1,2,0,1,2,1,0.0,28.6,0.0,0.0,11,9.1,54.5,9.1
3554,2025-12-31,2026-07-01,147,33,19,6,1,5,2,0,3.0,18.2,0.48,13.6,35,8.6,8.6,20.0
3556,2025-12-31,2026-07-01,118,31,20,1,6,1,3,0,19.4,3.2,0.03,0.0,30,13.3,10.0,6.7
3557,2025-12-31,2026-07-01,167,37,22,3,7,3,1,1,18.9,8.1,0.04,1.2,38,10.5,2.6,21.1
3558,2025-12-31,2026-07-01,102,13,7,0,2,3,1,0,15.4,0.0,0.1,2.9,16,12.5,31.2,6.2
3562,2025-12-31,2026-07-01,135,29,16,3,5,2,3,0,17.2,10.3,0.08,0.8,29,6.9,3.4,27.6
3563,2025-12-31,2026-07-01,124,14,7,1,2,1,3,0,14.3,7.1,0.35,8.1,22,9.1,27.3,18.2
3564,2025-12-31,2026-07-01,118,12,3,1,4,2,2,0,33.3,8.3,-0.08,0.0,14,28.6,14.3,28.6
3566,2025-12-31,2026-07-01,111,15,8,1,3,1,2,0,20.0,6.7,0.05,1.0,16,12.5,12.5,18.8
3567,2025-12-31,2026-07-01,66,4,2,1,1,0,0,0,25.0,25.0,-0.08,0.0,8,25.0,25.0,0.0
3568,2025-12-31,2026-07-01,111,15,8,2,4,1,0,0,26.7,13.3,0.18,3.7,17,41.2,11.8,0.0
3569,2025-12-31,2026-07-01,102,5,3,1,1,0,0,0,20.0,20.0,0.04,0.0,15,20.0,33.3,20.0
3572,2025-12-31,2026-07-01,137,15,9,2,3,1,0,0,20.0,13.3,0.01,0.0,25,24.0,20.0,16.0
3574,2025-12-31,2026-07-01,125,25,15,2,4,1,3,0,16.0,8.0,1.22,38.7,31,19.4,12.9,12.9
3576,2025-12-31,2026-07-01,124,26,16,1,4,1,4,0,15.4,3.8,0.21,3.3,27,3.7,11.1,7.4
3577,2025-12-31,2026-07-01,94,12,5,2,2,2,0,1,16.7,16.7,-0.18,0.0,15,26.7,13.3,20.0
3578,2025-12-31,2026-07-01,72,6,3,0,3,0,0,0,50.0,0.0,-0.01,0.0,11,18.2,18.2,18.2
3579,2025-12-31,2026-07-01,82,8,3,2,2,1,0,0,25.0,25.0,0.02,0.0,11,27.3,0.0,27.3
3580,2025-12-31,2026-07-01,108,5,4,0,0,1,0,0,0.0,0.0,-0.04,0.0,17,17.6,23.5,23.5
3581,2025-12-31,2026-07-01,120,13,8,0,0,1,3,1,0.0,0.0,0.04,0.0,21,9.5,9.5,23.8
3582,2025-12-31,2026-07-01,108,27,12,6,4,3,2,0,14.8,22.2,1.1,35.2,22,13.6,22.7,4.5
3583,2025-12-31,2026-07-01,81,1,0,0,0,1,0,0,0.0,0.0,-0.11,0.0,10,30.0,50.0,10.0
3584,2025-12-31,2026-07-01,117,14,6,3,2,0,3,0,14.3,21.4,-0.01,0.0,19,26.3,10.5,21.1
3587,2025-12-31,2026-07-01,101,7,6,0,1,0,0,0,14.3,0.0,-0.05,0.0,15,20.0,6.7,20.0
3589,2025-12-31,2026-07-01,92,12,8,3,1,0,0,0,8.3,25.0,-0.02,1.1,14,0.0,21.4,14.3
3590,2025-12-31,2026-07-01,134,34,20,5,5,3,1,0,14.7,14.7,0.01,0.0,28,0.0,17.9,7.1
3591,2025-12-31,2026-07-01,76,4,3,0,0,0,1,0,0.0,0.0,0.0,1.3,11,9.1,27.3,18.2
3596,2025-12-31,2026-07-01,84,8,6,0,1,0,1,0,12.5,0.0,-0.01,0.0,11,9.1,36.4,0.0
3602,2025-12-31,2026-07-01,86,2,0,1,1,0,0,0,50.0,50.0,-0.07,0.0,12,8.3,58.3,33.3
3604,2025-12-31,2026-07-01,103,9,8,0,1,0,0,0,11.1,0.0,-0.01,1.0,16,0.0,37.5,12.5
3605,2025-12-31,2026-07-01,99,9,6,1,0,2,0,0,0.0,11.1,-0.07,0.0,14,7.1,21.4,28.6
3606,2025-12-31,2026-07-01,117,18,8,4,3,2,1,0,16.7,22.2,-0.02,0.0,24,16.7,16.7,25.0
3611,2025-12-31,2026-07-01,96,18,10,2,2,2,2,0,11.1,11.1,-0.03,0.0,21,4.8,4.8,23.8
3612,2025-12-31,2026-07-01,147,36,21,3,7,3,2,0,19.4,8.3,0.42,11.9,39,7.7,15.4,20.5
3613,2025-12-31,2026-07-01,138,27,15,4,4,2,2,0,14.8,14.8,0.05,0.0,28,7.1,14.3,14.3
3614,2025-12-31,2026-07-01,120,4,1,0,3,0,0,0,75.0,0.0,-0.03,0.0,14,35.7,35.7,21.4
3615,2025-12-31,2026-07-01,103,10,7,0,2,1,0,0,20.0,0.0,-0.03,0.0,17,11.8,23.5,17.6
3616,2025-12-31,2026-07-01,88,7,3,2,0,0,1,1,0.0,28.6,0.03,0.0,13,23.1,30.8,7.7
3617,2025-12-31,2026-07-01,79,12,5,2,2,1,1,1,16.7,16.7,-0.01,0.0,10,0.0,10.0,30.0
3618,2025-12-31,2026-07-01,135,33,18,1,10,2,2,0,30.3,3.0,0.03,0.7,31,19.4,6.5,9.7
3619,2025-12-31,2026-07-01,112,10,6,0,1,2,1,0,10.0,0.0,0.03,1.9,18,5.6,27.8,16.7
3620,2025-12-31,2026-07-01,89,10,6,4,0,0,0,0,0.0,40.0,0.08,3.5,15,13.3,13.3,26.7
3621,2025-12-31,2026-07-01,76,7,3,1,0,3,0,0,0.0,14.3,0.11,2.7,13,15.4,7.7,23.1
3623,2025-12-31,2026-07-01,125,46,25,11,5,0,5,0,10.9,23.9,1.41,44.8,40,5.0,10.0,15.0
3627,2025-12-31,2026-07-01,125,17,9,0,4,0,2,2,23.5,0.0,0.44,13.8,21,14.3,14.3,23.8
3629,2025-12-31,2026-07-01,100,24,12,3,3,4,2,0,12.5,12.5,0.09,6.1,16,12.5,6.2,0.0
3630,2025-12-31,2026-07-01,69,2,1,0,0,1,0,0,0.0,0.0,-0.03,0.0,11,36.4,9.1,9.1
3631,2025-12-31,2026-07-01,66,1,0,0,1,0,0,0,100.0,0.0,-0.08,0.0,7,14.3,71.4,14.3
3635,2025-12-31,2026-07-01,100,9,6,2,0,0,1,0,0.0,22.2,-0.03,0.0,15,6.7,26.7,6.7
3637,2025-12-31,2026-07-01,101,6,4,1,0,1,0,0,0.0,16.7,-0.11,0.0,14,35.7,14.3,14.3
3641,2025-12-31,2026-07-01,135,33,16,6,2,7,1,1,6.1,18.2,0.04,2.2,22,0.0,9.1,18.2
3642,2025-12-31,2026-07-01,79,6,3,1,1,1,0,0,16.7,16.7,-0.01,0.0,9,0.0,33.3,33.3
3643,2025-12-31,2026-07-01,116,19,12,0,1,2,4,0,5.3,0.0,0.03,0.9,19,10.5,10.5,5.3
3645,2025-12-31,2026-07-01,44,7,3,1,2,1,0,0,28.6,14.3,-0.05,0.0,4,25.0,0.0,0.0
3647,2025-12-31,2026-07-01,108,2,2,0,0,0,0,0,0.0,0.0,-0.17,0.0,14,42.9,28.6,7.1
3652,2025-12-31,2026-07-01,90,7,6,0,1,0,0,0,14.3,0.0,-0.02,0.0,12,16.7,25.0,0.0
3653,2025-12-31,2026-07-01,82,5,4,0,0,1,0,0,0.0,0.0,-0.02,0.0,15,20.0,26.7,20.0
3654,2025-12-31,2026-07-01,135,44,23,3,9,7,2,0,20.5,6.8,0.13,3.7,32,9.4,12.5,3.1
3655,2025-12-31,2026-07-01,133,15,12,0,0,1,1,1,0.0,0.0,0.13,3.1,29,17.2,3.4,27.6
3656,2025-12-31,2026-07-01,94,7,4,0,1,2,0,0,14.3,0.0,-0.03,0.0,17,17.6,35.3,11.8
3659,2025-12-31,2026-07-01,78,12,10,1,1,0,0,0,8.3,8.3,0.0,0.0,14,0.0,7.1,14.3
3660,2025-12-31,2026-07-01,79,2,1,0,0,1,0,0,0.0,0.0,-0.07,0.0,10,40.0,30.0,20.0
3661,2025-12-31,2026-07-01,107,16,7,1,2,4,2,0,12.5,6.2,0.03,0.0,19,15.8,15.8,21.1
3662,2025-12-31,2026-07-01,98,20,10,1,5,2,2,0,25.0,5.0,-0.04,0.0,15,0.0,13.3,6.7
3663,2025-12-31,2026-07-01,134,26,16,1,2,5,2,0,7.7,3.8,0.02,0.0,27,14.8,7.4,11.1
3664,2025-12-31,2026-07-01,101,9,7,0,1,0,1,0,11.1,0.0,-0.11,0.0,16,18.8,18.8,12.5
3679,2025-12-31,2026-07-01,119,23,17,3,1,1,1,0,4.3,13.0,0.03,1.7,24,0.0,16.7,8.3
3680,2025-12-31,2026-07-01,109,8,2,1,2,2,1,0,25.0,12.5,0.0,0.0,15,6.7,40.0,13.3
3681,2025-12-31,2026-07-01,84,9,6,1,1,1,0,0,11.1,11.1,0.0,0.0,15,26.7,13.3,20.0
3684,2025-12-31,2026-07-01,104,18,10,3,2,2,1,0,11.1,16.7,0.07,2.9,20,5.0,15.0,15.0
3685,2025-12-31,2026-07-01,109,22,7,1,6,4,4,0,27.3,4.5,-0.08,0.0,16,12.5,18.8,6.2
3686,2025-12-31,2026-07-01,121,31,17,4,6,2,2,0,19.4,12.9,0.06,0.0,24,4.2,16.7,4.2
3687,2025-12-31,2026-07-01,105,16,12,1,1,1,1,0,6.2,6.2,0.69,23.3,19,10.5,5.3,15.8
3690,2025-12-31,2026-07-01,109,11,5,2,3,1,0,0,27.3,18.2,-0.03,0.0,17,29.4,23.5,17.6
3692,2025-12-31,2026-07-01,116,13,9,1,3,0,0,0,23.1,7.7,0.02,0.0,21,23.8,14.3,9.5
3696,2025-12-31,2026-07-01,97,13,6,2,3,1,1,0,23.1,15.4,-0.05,0.0,14,14.3,35.7,0.0
3699,2025-12-31,2026-07-01,76,2,0,2,0,0,0,0,0.0,100.0,-0.04,0.0,9,44.4,22.2,22.2
3701,2025-12-31,2026-07-01,97,5,1,1,1,1,1,0,20.0,20.0,-0.05,0.0,9,0.0,11.1,55.6
3703,2025-12-31,2026-07-01,131,30,14,1,3,5,6,1,10.0,3.3,0.31,9.2,31,16.1,22.6,9.7
3704,2025-12-31,2026-07-01,80,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,10,10.0,40.0,20.0
3708,2025-12-31,2026-07-01,103,10,6,0,2,1,1,0,20.0,0.0,0.06,1.0,18,22.2,16.7,22.2
3710,2025-12-31,2026-07-01,109,12,5,4,0,1,2,0,0.0,33.3,0.02,1.0,17,11.8,23.5,17.6
3711,2025-12-31,2026-07-01,152,26,16,4,4,2,0,0,15.4,15.4,0.05,1.3,33,12.1,18.2,18.2
3712,2025-12-31,2026-07-01,102,14,9,2,1,2,0,0,7.1,14.3,0.0,0.0,17,11.8,11.8,23.5
3713,2025-12-31,2026-07-01,130,27,14,3,5,3,2,0,18.5,11.1,0.02,2.4,24,16.7,8.3,12.5
3714,2025-12-31,2026-07-01,101,10,6,0,2,2,0,0,20.0,0.0,-0.08,0.0,14,14.3,21.4,14.3
3715,2025-12-31,2026-07-01,94,8,6,0,1,0,1,0,12.5,0.0,0.01,0.0,18,38.9,5.6,22.2
3716,2025-12-31,2026-07-01,118,31,18,1,7,4,1,0,22.6,3.2,0.02,0.0,27,18.5,11.1,3.7
3717,2025-12-31,2026-07-01,92,15,9,2,2,2,0,0,13.3,13.3,-0.07,0.0,14,28.6,7.1,0.0
