場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,1日目成績,2日目成績,3日目成績,4日目成績,5日目成績,6日目成績,支部,出身,年齢,締切時刻,節名,企画名,日目
住之江,12,20260718,6R,1,5338,B1,香月　　大輝,0,0,0.16,4.35,22.22,40.74,0.00,0.00,0.00,16,31.34,44.78,37,32.79,39.34,5R/4/.15/4,2R/2/.19/1 9R/5/.35/5,8R/6/.03/3,,,,福岡,福岡,25,17:28,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,6R,2,4718,A2,北川　　太一,1,0,0.14,6.59,53.33,73.33,5.55,36.36,45.45,38,49.15,66.10,15,33.33,50.88,5R/1/.23/2 11R/5/.08/5,6R/4/.20/4,7R/3/.22/1 12R/6/.05/3,,,,佐賀,佐賀,33,17:28,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,6R,3,3442,B1,宮武　　英司,0,0,0.16,4.61,21.21,45.45,4.73,24.24,45.45,28,24.62,50.77,33,46.55,55.17,1R/1/.14/3 10R/5/.06/5,8R/2/.12/3,1R/4/.06/5 9R/3/.25/6,,,,香川,香川,56,17:28,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,6R,4,4306,B1,畔柳　　俊吾,0,0,0.21,4.96,26.51,46.99,4.87,29.03,45.16,17,44.26,57.38,12,40.32,62.90,1R/5/.15/4 6R/1/.22/2,10R/3/.29/5,1R/2/.21/2 11R/6/.22/6,,,,愛知,愛知,42,17:28,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,6R,5,4074,A1,柳沢　　　一,0,0,0.13,6.51,49.59,66.67,6.50,50.00,61.54,20,49.21,66.67,30,33.93,50.00,6R/2/.16/1 12R/3/.14/1,11R/1/.20/1,5R/6/.17/2 9R/4/.16/1,,,,愛知,愛知,45,17:28,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,6R,6,5470,B2,坂口　　諒宗,1,0,,1.27,0.00,0.00,0.00,0.00,0.00,53,41.27,61.90,55,41.94,61.29,1R/6/.26/6,2R/6/.23/6,2R/6/.24/6 6R/6/.13/6,,,,兵庫,兵庫,17,17:28,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,7R,1,3297,B1,藤丸　　光一,0,0,0.21,4.37,17.24,39.08,4.20,30.00,30.00,70,43.08,67.69,38,25.81,40.32,7R/3/.10/1,2R/5/.27/5 6R/3/.26/6,9R/2/.31/5,,,,福岡,福岡,59,17:57,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,7R,2,3997,A1,北村　　征嗣,0,0,0.16,6.22,41.54,62.31,5.74,38.14,56.70,78,8.77,19.30,26,39.66,55.17,11R/1/.17/4,2R/4/.26/4 7R/3/.19/3,6R/2/.11/1,,,,大阪,大阪,47,17:57,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,7R,3,3550,B1,都築　　正治,0,0,0.16,5.62,41.18,54.62,4.60,26.67,40.00,50,21.88,35.94,36,39.58,66.67,3R/1/.16/3 8R/4/.28/5,5R/6/.24/3,1R/3/.16/3 8R/2/.05/6,,,,愛知,愛知,55,17:57,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,7R,4,5420,B2,吉原　　快誓,0,0,0.17,2.09,0.00,8.62,0.00,0.00,0.00,72,39.06,51.56,20,37.29,52.54,3R/5/.29/6,3R/6/.16/6,1R/5/.06/6 5R/4/.17/3,,,,長崎,長崎,20,17:57,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,7R,5,3873,B1,別府　　昌樹,0,0,0.21,4.22,17.65,31.37,5.89,46.43,53.57,51,42.19,59.38,60,26.23,40.98,9R/4/.09/3,2R/3/.24/2 12R/6/.13/5,4R/2/.14/2,,,,広島,広島,50,17:57,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,7R,6,4155,A2,長野　壮志郎,0,0,0.16,6.15,46.02,63.72,6.83,66.67,75.00,33,31.34,40.30,28,32.79,47.54,10R/3/.08/3,7R/1/.17/1 11R/4/.20/2,8R/4/.07/1,,,,福岡,福岡,45,17:57,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,8R,1,4960,A1,黒野　　元基,0,0,0.14,7.71,64.60,78.76,6.00,37.50,65.63,73,34.92,49.21,71,29.51,44.26,4R/2/.19/1 12R/6/.13/5,8R/3/.11/2 12R/1/.17/1,10R/4/.06/1,,,,愛知,愛知,30,18:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,8R,2,5105,B1,富田　　恕生,0,0,0.18,4.32,21.74,39.13,7.00,66.67,77.78,14,33.87,62.90,14,38.98,49.15,1R/3/.24/5 8R/6/.21/6,9R/4/.30/6,1R/1/.21/4 10R/2/.17/3,,,,福岡,静岡,27,18:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,8R,3,3340,B1,池田　　雷太,0,0,0.18,4.34,23.66,34.41,4.17,16.67,33.33,29,47.76,59.70,53,37.29,49.15,6R/3/.18/4,2R/1/.26/3 8R/4/.15/5,5R/5/.15/6,,,,東京,東京,61,18:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,8R,4,4470,A2,平田　健之佑,0,0,0.15,6.44,45.98,70.11,5.80,50.00,60.00,57,44.44,66.67,32,27.12,38.98,7R/2/.08/2 11R/6/.08/3,8R/1/.13/1,2R/5/.13/5 11R/2/.19/1,,,,三重,三重,39,18:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,8R,5,4417,B1,服部　　　剛,0,0,0.20,5.64,38.57,60.00,5.00,33.33,55.56,76,17.74,37.10,86,31.75,50.79,3R/3/.18/4 9R/1/.12/2,11R/2/.31/4,2R/4/.17/3 7R/6/.19/4,,,,静岡,静岡,39,18:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,8R,6,5379,B1,廣部　　大明,0,0,0.20,3.33,7.25,23.19,1.14,0.00,0.00,36,13.24,32.35,23,34.62,51.92,5R/2/.33/6,1R/5/.10/1 7R/5/.17/4,4R/1/.15/3,,,,滋賀,滋賀,22,18:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,9R,1,5269,A2,山口　　晃朋,0,0,0.16,5.73,39.24,51.90,5.64,36.36,36.36,80,45.31,68.75,82,45.45,58.18,11R/4/.05/1,6R/5/.14/2 10R/2/.31/2,10R/6/.11/4,,,,静岡,静岡,25,18:53,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,9R,2,4834,A2,浜本　　裕己,0,0,0.15,5.58,37.21,55.04,5.01,28.57,41.67,62,25.81,40.32,56,27.87,36.07,1R/4/.12/2 9R/2/.09/1,8R/5/.12/4,5R/1/.19/1 12R/3/.04/5,,,,大阪,大阪,38,18:53,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,9R,3,3478,B1,嶋田　　貴支,0,0,0.17,5.14,27.38,51.19,4.89,26.32,42.11,22,33.85,49.23,87,34.55,49.09,3R/2/.16/5 7R/6/.20/6,4R/4/.09/1,2R/1/.15/1 9R/5/.20/4,,,,香川,香川,55,18:53,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,9R,4,3617,B1,竹田　　広樹,1,0,0.19,3.96,20.90,32.84,3.27,20.00,33.33,12,26.56,35.94,68,32.14,57.14,8R/2/.17/3,3R/3/.10/4 8R/6/.18/6,6R/5/.12/3,,,,佐賀,佐賀,53,18:53,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,9R,5,4677,A1,片橋　　幸貴,0,0,0.15,6.10,43.82,66.29,7.33,33.33,100.00,56,30.65,43.55,79,32.14,48.21,7R/4/.16/3 12R/4/.15/4,5R/5/.15/2,8R/3/.15/2 12R/1/.04/1,,,,滋賀,京都,38,18:53,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,9R,6,4896,B1,花本　　　剛,1,0,0.18,3.68,15.15,30.30,4.75,18.75,56.25,35,35.94,51.56,11,27.69,50.77,5R/6/.18/3,5R/2/.25/5 12R/4/.16/6,3R/1/.27/1,,,,山口,山口,34,18:53,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選,４日目
住之江,12,20260718,10R,1,4659,A1,木下　　翔太,0,0,0.15,7.28,48.72,71.79,6.67,45.61,69.30,55,36.51,50.79,59,36.07,49.18,3R/4/.12/2 12R/1/.15/2,9R/2/.17/1,4R/3/.12/1 11R/5/.17/4,,,,大阪,大阪,35,19:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,10R,2,4057,A2,松井　　賢治,0,0,0.15,5.91,45.16,59.68,6.10,50.00,60.00,27,45.00,65.00,74,20.90,35.82,6R/4/.23/3,7R/6/.20/5 12R/3/.19/3,8R/1/.12/4,,,,兵庫,兵庫,47,19:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,10R,3,4294,A1,古賀　　繁輝,0,0,0.14,5.74,38.46,54.81,0.00,0.00,0.00,66,26.98,39.68,90,33.93,50.00,10R/4/.11/4,6R/2/.28/3 12R/5/.11/2,11R/1/.23/3,,,,佐賀,佐賀,39,19:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,10R,4,4567,B1,上村　慎太郎,0,0,0.23,4.35,17.28,37.04,2.81,6.25,25.00,19,39.39,65.15,34,29.51,45.90,6R/5/.24/5,1R/2/.24/2 11R/6/.30/5,10R/3/.17/5,,,,山口,山口,38,19:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,10R,5,3826,A2,村田　　修次,0,0,0.15,6.30,45.30,68.38,9.00,88.89,100.00,31,19.40,31.34,75,43.48,52.17,4R/4/.10/3 10R/1/.10/2,11R/5/.27/3,3R/2/.19/2 9R/6/.21/2,,,,東京,東京,53,19:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,10R,6,5022,B1,伊藤　　尚汰,0,0,0.18,4.34,27.91,36.05,3.82,17.65,17.65,63,23.81,41.27,16,27.87,49.18,4R/1/.17/2,3R/5/.08/5 7R/4/.16/6,5R/3/.23/5,,,,福岡,福岡,31,19:23,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ｂ戦,４日目
住之江,12,20260718,11R,1,4739,A1,中村　　晃朋,0,0,0.15,6.51,52.04,65.31,7.12,58.82,76.47,60,37.88,50.00,24,32.76,48.28,8R/1/.14/1 12R/5/.14/3,4R/3/.10/2 10R/5/.20/4,7R/2/.23/5,,,,香川,香川,34,19:55,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ａ戦,４日目
住之江,12,20260718,11R,2,4155,A2,長野　壮志郎,0,0,0.16,6.15,46.02,63.72,6.83,66.67,75.00,33,31.34,40.30,28,32.79,47.54,10R/3/.08/3,7R/1/.17/1 11R/4/.20/2,8R/4/.07/1,,,,福岡,福岡,45,19:55,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ａ戦,４日目
住之江,12,20260718,11R,3,4173,B1,岡谷　　健吾,0,0,0.17,5.16,33.70,50.00,4.90,30.00,40.00,52,35.48,58.06,89,25.93,40.74,1R/2/.18/1 7R/5/.17/4,6R/1/.24/1,3R/6/.17/3 12R/4/.05/4,,,,広島,広島,43,19:55,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ａ戦,４日目
住之江,12,20260718,11R,4,4906,A2,鈴木　　雅希,0,0,0.18,5.45,36.23,53.62,4.86,28.57,50.00,13,27.69,36.92,13,37.70,55.74,11R/3/.05/2,3R/2/.12/3 9R/6/.30/4,4R/5/.11/5,,,,東京,神奈川,31,19:55,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ａ戦,４日目
住之江,12,20260718,11R,5,4619,B1,伏田　　裕隆,0,0,0.17,4.99,32.73,43.64,4.81,28.13,43.75,77,31.34,47.76,73,25.42,42.37,3R/6/.22/1 10R/2/.09/1,5R/4/.11/1,7R/1/.29/2 11R/3/.19/2,,,,東京,千葉,43,19:55,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ａ戦,４日目
住之江,12,20260718,11R,6,4295,A1,小坂　　尚哉,0,0,0.14,7.18,53.97,76.19,6.24,39.02,58.54,25,28.57,39.68,63,24.39,41.46,9R/5/.12/5,3R/4/.03/1 10R/1/.23/1,2R/3/.17/2 12R/2/.02/2,,,,兵庫,大阪,39,19:55,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,予選特別Ａ戦,４日目
住之江,12,20260718,12R,1,4074,A1,柳沢　　　一,0,0,0.13,6.51,49.59,66.67,6.50,50.00,61.54,20,49.21,66.67,30,33.93,50.00,6R/2/.16/1 12R/3/.14/1,11R/1/.20/1,5R/6/.17/2 9R/4/.16/1,,,,愛知,愛知,45,20:35,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,一般特別戦,４日目
住之江,12,20260718,12R,2,2538,B1,高橋　　二朗,0,0,0.21,3.31,5.49,19.78,3.71,14.29,28.57,32,37.88,50.00,69,45.28,66.04,2R/1/.10/1,1R/3/.18/3 9R/3/.26/3,5R/2/.26/4,,,,東京,千葉,77,20:35,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,一般特別戦,４日目
住之江,12,20260718,12R,3,5379,B1,廣部　　大明,0,0,0.20,3.33,7.25,23.19,1.14,0.00,0.00,36,13.24,32.35,23,34.62,51.92,5R/2/.33/6,1R/5/.10/1 7R/5/.17/4,4R/1/.15/3,,,,滋賀,滋賀,22,20:35,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,一般特別戦,４日目
住之江,12,20260718,12R,4,3885,A2,久田　　　武,0,0,0.17,5.38,33.71,53.93,4.56,22.22,55.56,82,36.92,63.08,58,34.55,60.00,8R/5/.20/2,4R/6/.05/6 12R/2/.26/4,9R/1/.29/3,,,,愛知,愛知,52,20:35,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,一般特別戦,４日目
住之江,12,20260718,12R,5,3997,A1,北村　　征嗣,0,0,0.16,6.22,41.54,62.31,5.74,38.14,56.70,78,8.77,19.30,26,39.66,55.17,11R/1/.17/4,2R/4/.26/4 7R/3/.19/3,6R/2/.11/1,,,,大阪,大阪,47,20:35,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,一般特別戦,４日目
住之江,12,20260718,12R,6,5134,A2,大原　　祥昌,0,0,0.15,5.70,44.32,56.82,6.13,37.50,75.00,79,38.81,64.18,31,42.86,58.93,,5R/1/.20/6 10R/6/.24/3,7R/4/.18/3,,,,広島,広島,26,20:35,サンケイスポーツ旗争奪第６９回ＧＳＳ競走,一般特別戦,４日目
尼崎,13,20260718,1R,1,4208,A1,三浦　　永理,0,0,0.15,7.09,56.00,74.40,0.00,0.00,0.00,20,22.58,37.10,15,34.48,58.62,6R/1/.21/1 12R/3/.18/5,8R/5/.17/3,2R/5/.26/4 10R/2/.20/2,6R/4/.13/2 12R/1/.23/2,2R/4/.14/1 11R/3/.18/6,,静岡,静岡,43,10:37,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,1R,2,4733,B1,赤井　　　睦,0,0,0.15,5.07,33.33,47.83,5.84,53.13,59.38,3,40.63,60.94,61,32.76,37.93,4R/2/.34/4 9R/6/.15/5,1R/3/.20/3,3R/4/.19/2 12R/5/.21/4,5R/1/.17/1,5R/5/.13/3 9R/3/.10/4,,徳島,岡山,37,10:37,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,1R,3,4534,B1,坂　　咲友理,0,0,0.21,4.34,22.06,39.71,3.89,22.22,44.44,55,46.15,61.54,39,36.51,53.97,1R/4/.29/4 9R/3/.22/6,5R/2/.22/5,3R/6/.12/5,1R/1/.11/1 10R/5/.19/6,8R/3/.12/2,,大阪,奈良,36,10:37,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,1R,4,4243,B1,西村　　　歩,1,0,0.18,5.54,38.54,57.29,5.04,32.08,50.94,45,37.88,53.03,57,46.03,61.90,4R/4/.26/5 10R/3/.15/1,6R/1/.25/1,6R/6/.16/5 12R/2/.28/2,9R/4/.20/3,2R/1/.26/2 10R/4/.25/4,,大阪,大阪,40,10:37,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,1R,5,5069,B1,山崎　小葉音,0,0,0.17,4.75,25.88,48.24,4.61,27.27,42.42,22,16.95,33.90,69,19.67,40.98,1R/3/.25/3 11R/6/.21/6,7R/1/.17/4,4R/2/.17/6 9R/4/.16/5,7R/5/.21/1,9R/2/.12/2,,群馬,徳島,25,10:37,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,1R,6,5264,B1,登　　みひ果,1,0,0.15,4.92,25.00,46.30,4.31,21.56,36.53,21,12.90,40.32,17,27.59,55.17,3R/4/.28/1 7R/3/.29/5,7R/5/.17/5,1R/1/.24/3 11R/2/.09/1,1R/5/.19/4,3R/2/.37/6 7R/5/.15/4,,兵庫,兵庫,26,10:37,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,2R,1,3932,B1,池田　　浩美,0,0,0.17,4.69,32.00,41.33,3.10,20.00,20.00,13,39.34,52.46,58,28.57,46.03,3R/1/.29/2 8R/5/.31/6,6R/6/.25/5,6R/3/.06/6,1R/2/.09/2 7R/4/.17/6,5R/2/.17/2,,静岡,静岡,50,11:03,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,2R,2,5148,B1,松本　　　怜,0,0,0.18,5.57,33.73,55.42,4.38,0.00,50.00,42,18.46,35.38,53,32.20,44.07,2R/4/.19/3 11R/2/.23/4,8R/3/.18/1,2R/1/.10/2 6R/5/.13/4,7R/6/.33/5,4R/3/.28/4 9R/4/.20/5,,福岡,福岡,32,11:03,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,2R,3,5241,B1,門田　　　栞,0,0,0.18,5.16,30.21,50.00,5.44,33.33,55.56,34,34.38,53.13,75,40.68,54.24,3R/6/.23/4,1R/1/.17/1 11R/3/.15/3,2R/2/.09/1 7R/4/.15/5,12R/5/.06/3,3R/1/.31/4 12R/5/.16/6,,香川,愛媛,26,11:03,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,2R,4,3611,A2,岩崎　　芳美,0,0,0.14,6.12,40.86,61.29,5.76,33.33,61.90,15,35.09,43.86,21,42.37,49.15,5R/4/.13/1,7R/6/.08/2 12R/3/.04/4,7R/2/.15/2,4R/5/.14/6 11R/2/.28/3,2R/3/.12/3 8R/4/.12/3,,徳島,熊本,53,11:03,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,2R,5,4414,B1,大澤　　真菜,0,0,0.19,4.21,29.58,35.21,3.11,0.00,22.22,63,43.28,61.19,38,47.62,69.84,9R/4/.14/3,2R/2/.19/6 11R/6/.04/5,1R/5/.08/4,4R/1/.19/2 8R/3/.22/3,2R/2/.16/5 9R/5/.21/6,,東京,埼玉,39,11:03,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,2R,6,5437,B2,中澤　　里桜,1,0,0.23,1.38,2.22,2.22,0.00,0.00,0.00,29,34.38,48.44,66,28.13,39.06,1R/6/.44/5,2R/6/.26/5 8R/6/.26/6,4R/6/.24/4 8R/6/.14/6,4R/6/.09/3,5R/6/.22/6,,香川,香川,21,11:03,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,3R,1,4071,B1,古賀　　千晶,0,0,0.17,4.74,28.57,38.96,4.53,29.49,39.74,60,30.00,58.33,33,30.51,50.85,1R/1/.17/1 6R/5/.24/5,6R/2/.19/2,7R/6/.25/6 12R/4/.21/5,2R/3/.30/6,2R/5/.18/4,,兵庫,佐賀,45,11:32,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,3R,2,3435,A2,寺田　　千恵,0,0,0.15,6.66,46.90,65.49,7.13,48.39,80.65,33,25.42,45.76,26,45.61,50.88,4R/3/.30/3 11R/1/.20/1,10R/4/.06/4,6R/2/.06/3 10R/5/.17/3,5R/2/.21/2 10R/6/.24/5,8R/1/.11/1 12R/6/.15/5,,岡山,福岡,57,11:32,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,3R,3,4990,B2,田中　　博子,0,0,0.21,3.32,12.90,16.13,1.50,0.00,0.00,6,23.64,50.91,50,22.03,47.46,2R/2/.31/5,2R/1/.18/2 7R/4/.15/3,2R/3/.19/5 9R/6/.13/6,6R/3/.18/1,4R/2/.33/5 8R/5/.10/6,,福岡,福岡,29,11:32,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,3R,4,4642,A2,松尾　　夏海,0,0,0.16,7.03,56.03,74.14,5.89,48.15,59.26,2,30.51,47.46,25,25.81,40.32,9R/5/.16/1,2R/4/.16/1 9R/1/.05/1,5R/3/.21/3 12R/6/.21/6,7R/2/.26/3 11R/3/.29/2,6R/1/.13/1 10R/5/.19/3,,香川,愛媛,34,11:32,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,3R,5,4224,B1,大橋　栄里佳,1,0,0.20,5.53,35.59,57.63,5.79,46.43,60.71,48,36.51,53.97,73,45.31,54.69,9R/2/.28/4,5R/1/.19/1 9R/4/.23/4,4R/3/.21/3 11R/5/.17/4,6R/5/.21/4,2R/6/.19/6 7R/3/.19/2,,福岡,福岡,44,11:32,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,3R,6,5440,B2,薗頭　　　心,0,0,0.19,1.78,5.45,5.45,1.09,0.00,0.00,14,35.59,50.85,70,32.76,65.52,2R/6/.16/6 8R/6/.19/2,4R/6/.29/6,2R/6/.32/6,1R/6/.07/5 5R/6/.07/6,1R/6/.21/4,,兵庫,兵庫,20,11:32,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,4R,1,5250,B1,嶋田　　有里,0,0,0.19,4.68,21.88,42.71,0.00,0.00,0.00,46,24.59,45.90,68,12.77,19.15,2R/1/.29/1 10R/5/.13/2,9R/2/.13/2,5R/6/.15/4 11R/3/.08/3,10R/4/.14/4,6R/3/.11/3 12R/4/.12/4,,長崎,熊本,24,12:01,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,4R,2,4965,B1,福岡　　泉水,0,0,0.19,4.53,21.84,42.53,4.47,27.00,39.00,52,26.32,38.60,71,44.44,57.14,4R/1/.29/1,2R/3/.14/4 12R/5/.03/5,5R/4/.14/5 10R/6/.12/4,6R/2/.24/5,1R/3/.08/3,,兵庫,兵庫,28,12:01,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,4R,3,4275,B1,菅野　はやか,0,0,0.22,2.98,7.58,19.70,1.67,0.00,0.00,61,35.71,46.43,18,34.55,58.18,1R/5/.31/6 10R/2/.25/3,4R/1/.34/4,1R/4/.10/2 9R/3/.17/3,8R/5/.14/6,4R/6/.34/2,,広島,広島,43,12:01,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,4R,4,5078,B1,山川　　波乙,0,0,0.19,4.72,28.74,47.13,3.50,0.00,50.00,44,36.07,54.10,13,38.33,53.33,7R/1/.26/1,2R/5/.25/3 10R/2/.15/2,7R/3/.16/3 11R/6/.16/6,5R/4/.14/4,4R/1/.27/1 11R/6/.21/4,,三重,三重,28,12:01,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,4R,5,4450,A2,平高　　奈菜,0,0,0.16,6.27,44.00,60.00,6.08,44.74,65.79,53,25.86,37.93,67,28.13,48.44,6R/3/.19/2,8R/2/.19/2,5R/1/.16/1 9R/5/.14/4,9R/3/.17/1,9R/6/.08/3,,香川,愛媛,39,12:01,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,4R,6,5200,B2,筒井　　美琴,0,0,0.20,2.12,0.00,0.00,2.00,0.00,0.00,31,36.92,52.31,42,40.35,63.16,5R/3/.23/6,1R/2/.46/6 6R/4/.22/6,5R/5/.24/6,1R/3/.13/6 8R/4/.13/4,1R/1/.15/6,,福岡,福岡,24,12:01,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,5R,1,3604,B1,武藤　　綾子,0,0,0.19,4.17,14.81,38.27,4.28,17.24,34.48,39,43.28,59.70,63,25.00,37.50,6R/4/.20/3,4R/5/.35/5 11R/2/.20/6,1R/3/.12/1 6R/1/.07/1,9R/6/.29/5,3R/4/.22/1 8R/2/.06/4,,福岡,福岡,55,12:30,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,5R,2,4419,A2,原　　加央理,0,0,0.16,5.83,38.27,60.49,5.27,33.33,50.00,1,39.34,49.18,52,29.31,48.28,1R/2/.19/2 7R/6/.29/6,6R/3/.18/4 11R/5/.02/4,11R/4/.09/5,6R/1/.25/3 10R/2/.15/2,3R/6/.18/5 9R/1/.21/1,,埼玉,埼玉,38,12:30,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,5R,3,4408,B1,仁科　さやか,0,0,0.19,3.32,17.57,22.97,0.00,0.00,0.00,24,36.36,53.03,35,34.43,54.10,6R/6/.23/6,1R/5/.14/2 7R/2/.28/6,4R/1/.11/1,4R/4/.20/4 12R/3/.11/6,7R/2/.22/5,,長崎,長崎,40,12:30,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,5R,4,5069,B1,山崎　小葉音,0,0,0.17,4.75,25.88,48.24,4.61,27.27,42.42,22,16.95,33.90,69,19.67,40.98,1R/3/.25/3 11R/6/.21/6,7R/1/.17/4,4R/2/.17/6 9R/4/.16/5,7R/5/.21/1,9R/2/.12/2,,群馬,徳島,25,12:30,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,5R,5,3778,B1,安達　　美帆,0,0,0.22,2.75,11.32,16.98,3.83,20.69,31.03,11,33.33,50.72,16,22.41,37.93,8R/2/.15/4,1R/6/.17/4 8R/4/.19/5,3R/1/.30/4,4R/3/.14/5 9R/5/.15/4,1R/2/.08/2,,埼玉,埼玉,50,12:30,オールレディース競走 あまがさきピンクルカップ,一般,最終日
尼崎,13,20260718,5R,6,4590,A1,渡邉　　優美,1,0,0.14,6.50,40.94,59.06,4.17,0.00,16.67,49,34.48,44.83,30,33.33,46.03,4R/5/.27/2 12R/2/.24/3,10R/1/.14/1,4R/4/.19/2 12R/1/.29/3,3R/5/.22/6 7R/3/.23/2,5R/4/.11/1 12R/3/.16/3,,福岡,福岡,33,12:30,オールレディース競走 あまがさきピンクルカップ,一般,最終日
