場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,1日目成績,2日目成績,3日目成績,4日目成績,5日目成績,6日目成績,支部,出身,年齢,締切時刻,節名,企画名,日目
桐生,01,20260718,1R,1,3293,B1,宮内　由紀英,0,0,0.20,3.33,9.21,22.37,4.21,10.53,42.11,69,39.10,59.40,11,29.58,54.93,6R/2/.24/5,1R/5/.16/2 7R/4/.28/5,5R/1/.25/6,1R/3/.11/4 7R/6/.23/4,,,東京,東京,60,15:24,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,1R,2,4023,B1,柴田　　友和,0,0,0.17,3.93,19.28,32.53,4.30,15.00,35.00,49,36.00,49.33,24,36.05,55.78,2R/4/.27/5 6R/3/.22/2,3R/1/.19/4,3R/5/.17/4 8R/2/.15/2,6R/6/.14/5,,,福岡,福岡,48,15:24,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,1R,3,3963,A2,原田　　秀弥,0,0,0.17,5.77,36.54,61.54,5.38,27.59,62.07,38,41.18,59.66,18,28.97,41.38,1R/2/.16/1 9R/6/.43/6,9R/5/.26/6,7R/1/.26/3 11R/3/.51/3,2R/4/.13/4,,,大阪,奈良,47,15:24,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,1R,4,5439,B2,志賀　　美優,0,0,0.21,1.49,1.49,2.99,0.00,0.00,0.00,42,27.78,39.68,65,23.40,38.30,8R/6/.23/6,1R/6/.19/3 5R/6/.16/6,7R/6/.32/6,4R/5/.27/5 8R/6/.18/6,,,愛知,愛知,20,15:24,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,1R,5,3505,A2,山田　　竜一,0,0,0.14,5.45,34.48,54.02,6.45,55.00,65.00,70,36.81,50.69,48,39.04,54.79,9R/2/.14/2,3R/5/.15/5 10R/1/.35/5,3R/3/.19/5,1R/6/.21/5 9R/4/.22/4,,,東京,東京,55,15:24,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,1R,6,3502,A2,渡邉　　英児,0,0,0.16,6.01,42.05,67.05,3.75,25.00,25.00,21,32.26,48.39,74,33.57,53.57,10R/3/.11/3,4R/4/.01/1 8R/1/.18/3,5R/2/.28/5 12R/6/.18/6,8R/5/.11/3,,,静岡,静岡,57,15:24,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,2R,1,4846,B1,佐藤　　駿介,0,0,0.17,4.48,25.00,42.05,4.31,18.75,37.50,15,42.16,56.86,71,33.33,47.22,4R/1/.15/1 8R/4/.22/3,3R/3/.11/2 12R/6/.17/4,9R/5/.10/3,1R/2/.10/6,,,山口,山口,32,15:50,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,2R,2,3303,B1,渡辺　　　豊,0,0,0.20,4.59,22.73,41.82,5.02,33.33,50.00,37,31.94,50.69,20,30.61,46.94,3R/6/.15/6 8R/3/.24/1,5R/2/.19/5,4R/1/.17/5 10R/5/.27/6,5R/4/.11/2,,,東京,神奈川,58,15:50,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,2R,3,4888,B1,金児　　隆太,0,0,0.19,4.96,31.58,43.42,5.38,32.50,51.67,48,31.17,52.60,43,26.39,43.06,10R/4/.12/4,2R/4/.19/2 8R/3/.14/5,3R/2/.21/1 9R/1/.10/4,6R/4/.06/1,,,群馬,長野,38,15:50,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,2R,4,4706,A2,三浦　洋次朗,1,0,0.17,5.86,42.24,56.03,5.04,22.22,44.44,43,25.42,48.31,68,29.14,45.03,1R/4/.22/2 10R/6/.13/5,7R/1/.26/2,2R/5/.22/2 9R/3/.12/6,10R/2/.13/5,,,愛知,愛知,37,15:50,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,2R,5,4230,A2,濱崎　　直矢,0,0,0.16,6.95,55.70,69.62,6.76,52.38,66.67,73,47.37,70.18,53,26.57,41.96,10R/2/.14/1,3R/6/.16/1,6R/1/.09/1 12R/4/.18/1,10R/3/.06/2,,,埼玉,埼玉,43,15:50,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,2R,6,5150,A1,坂本　　雄紀,1,0,0.14,6.27,48.08,64.42,6.02,46.62,62.41,62,38.62,57.93,50,32.65,48.30,7R/3/.12/5 12R/6/.02/2,11R/1/.34/1,5R/4/.35/1 10R/2/.21/2,6R/1/.09/2,,,群馬,群馬,31,15:50,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,3R,1,4638,B1,小林　　遼太,0,0,0.18,5.32,34.04,56.38,3.92,23.08,26.92,14,45.69,63.79,30,30.07,45.45,3R/2/.20/3 10R/5/.15/6,1R/4/.16/1,5R/3/.26/3 11R/6/.16/4,9R/1/.21/2,,,福岡,福岡,35,16:16,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,3R,2,4246,B1,喜多　那由夏,0,0,0.18,4.52,24.72,43.82,6.20,30.00,70.00,53,35.56,54.07,12,29.86,45.14,11R/2/.33/6,2R/1/.13/6 6R/4/.15/6,6R/6/.12/5,2R/5/.16/5 6R/3/.11/6,,,静岡,静岡,44,16:16,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,3R,3,4711,A2,前出　　達吉,0,0,0.16,6.23,44.09,68.82,5.63,37.50,62.50,26,30.34,48.28,31,37.58,59.73,3R/4/.11/5 7R/1/.15/1,2R/2/.13/3 12R/5/.12/3,5R/6/.18/2,3R/4/.20/6,,,福井,石川,36,16:16,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,3R,4,4393,B1,田中　　孝明,0,0,0.20,4.24,18.29,31.71,3.60,6.67,26.67,65,36.60,51.63,16,25.85,43.54,7R/5/.20/3,2R/6/.19/5 10R/4/.15/2,7R/2/.20/4,1R/4/.22/2 5R/1/.20/5,,,福岡,福岡,40,16:16,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,3R,5,4108,A1,吉村　　正明,0,0,0.14,6.41,46.91,64.20,0.00,0.00,0.00,27,50.81,67.74,56,42.25,54.93,12R/4/.29/6,6R/1/.27/2 11R/2/.22/5,4R/3/.10/1 9R/6/.13/5,10R/1/.07/1,,,山口,山口,46,16:16,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,3R,6,4734,A1,安河内　　将,0,0,0.14,6.71,52.54,71.19,0.00,0.00,0.00,60,43.94,56.82,36,32.87,50.35,5R/6/.13/4 12R/2/.12/3,7R/3/.14/1 12R/1/.21/1,9R/4/.07/1,5R/2/.13/1,,,佐賀,佐賀,36,16:16,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,4R,1,5308,B1,藤森　　拓海,0,0,0.17,4.48,22.73,38.64,0.00,0.00,0.00,32,43.69,54.37,69,33.10,47.18,4R/6/.21/5,1R/3/.21/5 8R/2/.17/1,6R/4/.03/2,1R/1/.13/1 6R/5/.13/3,,,福岡,福岡,21,16:43,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,4R,2,4663,B2,籾山　　佳岳,1,0,0.16,5.43,32.76,53.45,5.31,31.03,51.72,46,37.75,51.66,32,25.37,42.54,3R/1/.16/1,4R/2/.13/4 11R/5/.17/4,7R/4/.24/2,2R/3/.14/2 10R/6/.18/4,,,愛知,愛知,43,16:43,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,4R,3,5057,B1,上田　　紗奈,0,0,0.16,5.89,45.83,56.25,4.22,22.22,33.33,67,30.65,54.03,23,42.76,55.86,5R/1/.14/1 11R/5/.18/5,3R/2/.12/3 11R/3/.15/6,8R/4/.07/3,9R/6/.19/6,,,大阪,大阪,30,16:43,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,4R,4,3813,A1,佐藤　　大介,0,0,0.16,6.87,51.89,74.53,7.14,57.14,71.43,34,39.52,58.68,60,40.69,52.41,6R/1/.21/1 12R/3/.14/5,10R/5/.11/3,3R/6/.20/3 11R/2/.33/5,7R/1/.24/1,,,愛知,愛知,50,16:43,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,4R,5,4424,A2,松尾　　昂明,0,0,0.16,5.70,38.66,54.62,6.65,52.94,64.71,63,20.39,34.95,22,30.41,53.38,5R/2/.17/2 9R/5/.33/5,2R/3/.11/1 11R/6/.16/3,10R/1/.25/3,4R/4/.22/1,,,福岡,福岡,41,16:43,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,4R,6,3811,A1,石田　　章央,0,0,0.16,6.44,50.81,65.32,6.16,44.00,68.00,57,33.09,52.21,39,32.64,48.61,9R/4/.21/4,8R/5/.10/4 12R/2/.19/5,2R/4/.19/1 11R/1/.28/1,9R/3/.23/1,,,静岡,静岡,50,16:43,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,5R,1,3641,A1,一瀬　　　明,0,0,0.17,6.25,42.34,63.06,5.93,35.00,62.50,50,30.61,48.98,42,29.37,46.85,4R/4/.20/2 10R/1/.20/2,9R/6/.23/4,8R/5/.07/5 12R/2/.23/3,7R/3/.18/2,,,東京,神奈川,55,17:11,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,5R,2,4487,B1,三原　　　司,0,0,0.18,4.78,25.00,43.75,3.84,19.35,32.26,74,39.74,61.54,47,34.27,47.55,1R/6/.21/3 8R/2/.27/4,6R/3/.21/3,3R/4/.15/2 12R/5/.20/4,2R/1/.16/3,,,福岡,福岡,40,17:11,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,5R,3,4389,A2,伊藤　　喜智,0,0,0.18,5.72,32.56,63.95,5.23,25.71,65.71,45,39.37,60.63,75,29.79,47.52,4R/2/.22/3,5R/4/.21/2 12R/3/.21/2,10R/6/.16/5,1R/5/.20/3 8R/1/.22/1,,,大阪,大阪,40,17:11,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,5R,4,4778,B1,堤　　　啓輔,0,0,0.16,5.28,32.43,52.70,5.00,29.17,54.17,72,32.17,52.45,44,42.36,61.81,2R/1/.20/1,4R/5/.08/5 12R/4/.18/6,4R/6/.17/6,3R/3/.19/1 8R/3/.17/2,,,佐賀,佐賀,40,17:11,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,5R,5,4225,A2,土屋　　千明,0,0,0.15,6.42,44.62,66.15,6.31,44.26,67.21,24,36.31,63.69,27,41.10,58.90,3R/3/.14/2 11R/1/.17/1,9R/4/.21/3,4R/2/.19/2 11R/5/.13/6,2R/2/.12/1,,,群馬,群馬,44,17:11,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,5R,6,4760,A1,山崎　　　郡,0,0,0.14,7.28,47.76,69.40,7.33,54.35,69.57,11,27.66,51.06,45,40.56,58.04,8R/5/.18/2 12R/1/.17/1,4R/6/.14/2 10R/3/.19/1,10R/3/.20/1,4R/2/.36/2,,,大阪,大阪,36,17:11,第４８回デイリースポーツ杯,一般,５日目
桐生,01,20260718,6R,1,4614,A1,石倉　　洋行,1,0,0.13,6.90,52.48,72.28,4.27,18.18,36.36,31,37.76,49.65,57,39.04,51.37,12R/5/.03/4,5R/5/.20/1 9R/2/.16/5,7R/3/.11/1 12R/1/.18/2,10R/4/.14/3,,,福岡,福岡,46,17:35,第４８回デイリースポーツ杯,ドラドキ目玉,５日目
桐生,01,20260718,6R,2,4791,B1,黒澤　めぐみ,0,0,0.20,5.41,30.91,55.45,5.30,43.33,43.33,40,33.12,51.95,72,30.37,48.89,2R/2/.21/2 11R/4/.16/2,8R/6/.12/2,4R/5/.07/4 12R/3/.24/5,3R/1/.19/4,,,東京,神奈川,36,17:35,第４８回デイリースポーツ杯,ドラドキ目玉,５日目
桐生,01,20260718,6R,3,5156,B1,坂野　さくら,0,0,0.17,4.65,23.17,46.34,5.67,44.44,55.56,33,38.57,54.29,63,20.77,36.15,4R/3/.19/4 11R/6/.22/4,7R/2/.21/4,3R/1/.25/6 10R/4/.25/4,5R/5/.11/6,,,福井,石川,29,17:35,第４８回デイリースポーツ杯,ドラドキ目玉,５日目
桐生,01,20260718,6R,4,4876,B1,梅木　　敬太,0,0,0.17,4.63,27.08,40.63,0.00,0.00,0.00,59,43.75,62.50,33,32.88,53.42,6R/5/.27/4,2R/5/.16/4 9R/1/.16/1,1R/6/.17/4,5R/3/.18/3 9R/2/.24/3,,,福井,福井,31,17:35,第４８回デイリースポーツ杯,ドラドキ目玉,５日目
桐生,01,20260718,6R,5,5288,B1,尾道　　佳諭,0,0,0.17,4.18,17.54,33.33,1.31,0.00,0.00,41,35.04,49.64,28,32.87,49.65,3R/5/.10/4 9R/3/.15/3,6R/6/.06/5,2R/1/.15/5 6R/2/.04/3,8R/4/.10/4,,,埼玉,長崎,26,17:35,第４８回デイリースポーツ杯,ドラドキ目玉,５日目
桐生,01,20260718,6R,6,3591,B1,後藤　　孝義,0,0,0.21,3.08,9.72,19.44,3.33,13.33,20.00,71,31.01,44.96,29,31.47,47.55,1R/3/.18/5 5R/4/.22/5,6R/2/.25/4,1R/1/.09/5 5R/5/.27/4,4R/3/.41/6,,,静岡,静岡,57,17:35,第４８回デイリースポーツ杯,ドラドキ目玉,５日目
桐生,01,20260718,7R,1,4124,A2,池田　　雄一,0,0,0.16,6.10,39.78,64.52,5.97,42.11,60.53,28,38.41,55.80,61,40.41,60.96,2R/3/.20/3 8R/1/.24/5,11R/4/.18/2,1R/5/.18/1 9R/2/.14/2,5R/6/.10/4,,,静岡,静岡,44,18:02,第４８回デイリースポーツ杯,ドラドキ３,５日目
桐生,01,20260718,7R,2,3776,B1,横井　　健太,0,0,0.20,3.35,10.71,19.05,3.94,5.56,22.22,35,46.72,60.58,59,37.14,55.00,5R/5/.15/3,4R/1/.07/3 9R/3/.19/2,4R/4/.09/3 8R/6/.08/6,8R/2/.21/5,,,愛知,愛知,51,18:02,第４８回デイリースポーツ杯,ドラドキ３,５日目
桐生,01,20260718,7R,3,3502,A2,渡邉　　英児,0,0,0.16,6.01,42.05,67.05,3.75,25.00,25.00,21,32.26,48.39,74,33.57,53.57,10R/3/.11/3,4R/4/.01/1 8R/1/.18/3,5R/2/.28/5 12R/6/.18/6,8R/5/.11/3,,,静岡,静岡,57,18:02,第４８回デイリースポーツ杯,ドラドキ３,５日目
桐生,01,20260718,7R,4,4874,B1,池田　奈津美,0,0,0.15,5.25,30.68,55.68,4.22,22.22,44.44,12,43.20,63.20,49,27.54,43.48,11R/3/.14/3,5R/1/.18/4 10R/2/.32/6,2R/2/.20/3,3R/2/.19/3 7R/2/.21/5,,,福岡,福岡,32,18:02,第４８回デイリースポーツ杯,ドラドキ３,５日目
桐生,01,20260718,7R,5,5285,B1,若林　　　麗,0,0,0.19,3.75,17.50,28.75,2.24,3.92,13.73,36,34.15,47.97,58,32.62,48.94,1R/1/.15/4 7R/4/.16/6,4R/3/.07/6,2R/3/.29/6 7R/5/.27/5,4R/6/.21/3,,,東京,山梨,27,18:02,第４８回デイリースポーツ杯,ドラドキ３,５日目
桐生,01,20260718,7R,6,5347,B2,井澤　　聖奈,0,0,0.21,1.64,0.00,3.45,1.39,0.00,0.00,64,33.56,54.11,25,32.19,44.52,1R/5/.23/6 6R/6/.33/6,8R/4/.13/6,6R/3/.01/6,2R/6/.11/6 7R/5/.20/6,,,愛知,長野,22,18:02,第４８回デイリースポーツ杯,ドラドキ３,５日目
桐生,01,20260718,8R,1,3963,A2,原田　　秀弥,0,0,0.17,5.77,36.54,61.54,5.38,27.59,62.07,38,41.18,59.66,18,28.97,41.38,1R/2/.16/1 9R/6/.43/6,9R/5/.26/6,7R/1/.26/3 11R/3/.51/3,2R/4/.13/4,,,大阪,奈良,47,18:31,第４８回デイリースポーツ杯,ドラドキ５,５日目
桐生,01,20260718,8R,2,4035,B1,杉江　　浩明,0,0,0.21,4.01,25.00,37.50,2.52,7.41,11.11,30,46.61,61.02,38,37.58,61.74,4R/5/.19/6 9R/1/.18/1,7R/6/.25/6,1R/3/.27/3 11R/4/.20/2,6R/2/.12/4,,,愛知,愛知,47,18:31,第４８回デイリースポーツ杯,ドラドキ５,５日目
桐生,01,20260718,8R,3,5377,B1,鳥居塚　嶺王,0,0,0.18,4.09,19.77,36.05,3.00,9.38,21.88,17,32.30,49.07,67,30.99,46.48,6R/4/.16/3,1R/1/.20/6 6R/5/.08/1,1R/2/.15/2 8R/3/.09/4,7R/4/.20/3,,,群馬,群馬,22,18:31,第４８回デイリースポーツ杯,ドラドキ５,５日目
桐生,01,20260718,8R,4,5211,B1,高井　　駿弥,0,0,0.17,4.05,13.25,36.14,3.13,12.50,25.00,75,32.03,46.09,19,37.86,50.71,2R/6/.26/4 7R/2/.16/4,5R/3/.17/3,6R/5/.09/4,4R/1/.40/4,,,愛知,愛知,27,18:31,第４８回デイリースポーツ杯,ドラドキ５,５日目
桐生,01,20260718,8R,5,4345,A2,西舘　　　健,0,0,0.15,5.74,43.43,55.56,4.79,31.03,41.38,56,42.37,55.08,62,33.78,48.65,5R/3/.18/6,1R/2/.17/4 10R/6/.06/4,8R/1/.10/1,3R/5/.16/2 9R/5/.20/5,,,東京,神奈川,41,18:31,第４８回デイリースポーツ杯,ドラドキ５,５日目
桐生,01,20260718,8R,6,5432,B1,安藤　　瑠希,0,0,0.17,2.80,5.71,17.14,2.78,0.00,11.11,20,44.44,65.74,13,26.57,41.96,7R/6/.12/2,3R/4/.04/6 7R/5/.19/3,2R/6/.23/4,3R/6/.18/5 10R/5/.17/6,,,静岡,静岡,21,18:31,第４８回デイリースポーツ杯,ドラドキ５,５日目
桐生,01,20260718,9R,1,5150,A1,坂本　　雄紀,1,0,0.14,6.27,48.08,64.42,6.02,46.62,62.41,62,38.62,57.93,50,32.65,48.30,7R/3/.12/5 12R/6/.02/2,11R/1/.34/1,5R/4/.35/1 10R/2/.21/2,6R/1/.09/2,,,群馬,群馬,31,19:01,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,9R,2,4230,A2,濱崎　　直矢,0,0,0.16,6.95,55.70,69.62,6.76,52.38,66.67,73,47.37,70.18,53,26.57,41.96,10R/2/.14/1,3R/6/.16/1,6R/1/.09/1 12R/4/.18/1,10R/3/.06/2,,,埼玉,埼玉,43,19:01,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,9R,3,3813,A1,佐藤　　大介,0,0,0.16,6.87,51.89,74.53,7.14,57.14,71.43,34,39.52,58.68,60,40.69,52.41,6R/1/.21/1 12R/3/.14/5,10R/5/.11/3,3R/6/.20/3 11R/2/.33/5,7R/1/.24/1,,,愛知,愛知,50,19:01,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,9R,4,4389,A2,伊藤　　喜智,0,0,0.18,5.72,32.56,63.95,5.23,25.71,65.71,45,39.37,60.63,75,29.79,47.52,4R/2/.22/3,5R/4/.21/2 12R/3/.21/2,10R/6/.16/5,1R/5/.20/3 8R/1/.22/1,,,大阪,大阪,40,19:01,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,9R,5,3641,A1,一瀬　　　明,0,0,0.17,6.25,42.34,63.06,5.93,35.00,62.50,50,30.61,48.98,42,29.37,46.85,4R/4/.20/2 10R/1/.20/2,9R/6/.23/4,8R/5/.07/5 12R/2/.23/3,7R/3/.18/2,,,東京,神奈川,55,19:01,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,9R,6,5308,B1,藤森　　拓海,0,0,0.17,4.48,22.73,38.64,0.00,0.00,0.00,32,43.69,54.37,69,33.10,47.18,4R/6/.21/5,1R/3/.21/5 8R/2/.17/1,6R/4/.03/2,1R/1/.13/1 6R/5/.13/3,,,福岡,福岡,21,19:01,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,10R,1,4734,A1,安河内　　将,0,0,0.14,6.71,52.54,71.19,0.00,0.00,0.00,60,43.94,56.82,36,32.87,50.35,5R/6/.13/4 12R/2/.12/3,7R/3/.14/1 12R/1/.21/1,9R/4/.07/1,5R/2/.13/1,,,佐賀,佐賀,36,19:32,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,10R,2,4225,A2,土屋　　千明,0,0,0.15,6.42,44.62,66.15,6.31,44.26,67.21,24,36.31,63.69,27,41.10,58.90,3R/3/.14/2 11R/1/.17/1,9R/4/.21/3,4R/2/.19/2 11R/5/.13/6,2R/2/.12/1,,,群馬,群馬,44,19:32,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,10R,3,3811,A1,石田　　章央,0,0,0.16,6.44,50.81,65.32,6.16,44.00,68.00,57,33.09,52.21,39,32.64,48.61,9R/4/.21/4,8R/5/.10/4 12R/2/.19/5,2R/4/.19/1 11R/1/.28/1,9R/3/.23/1,,,静岡,静岡,50,19:32,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,10R,4,4888,B1,金児　　隆太,0,0,0.19,4.96,31.58,43.42,5.38,32.50,51.67,48,31.17,52.60,43,26.39,43.06,10R/4/.12/4,2R/4/.19/2 8R/3/.14/5,3R/2/.21/1 9R/1/.10/4,6R/4/.06/1,,,群馬,長野,38,19:32,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,10R,5,4663,B2,籾山　　佳岳,1,0,0.16,5.43,32.76,53.45,5.31,31.03,51.72,46,37.75,51.66,32,25.37,42.54,3R/1/.16/1,4R/2/.13/4 11R/5/.17/4,7R/4/.24/2,2R/3/.14/2 10R/6/.18/4,,,愛知,愛知,43,19:32,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,10R,6,4638,B1,小林　　遼太,0,0,0.18,5.32,34.04,56.38,3.92,23.08,26.92,14,45.69,63.79,30,30.07,45.45,3R/2/.20/3 10R/5/.15/6,1R/4/.16/1,5R/3/.26/3 11R/6/.16/4,9R/1/.21/2,,,福岡,福岡,35,19:32,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,11R,1,4760,A1,山崎　　　郡,0,0,0.14,7.28,47.76,69.40,7.33,54.35,69.57,11,27.66,51.06,45,40.56,58.04,8R/5/.18/2 12R/1/.17/1,4R/6/.14/2 10R/3/.19/1,10R/3/.20/1,4R/2/.36/2,,,大阪,大阪,36,20:03,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,11R,2,4614,A1,石倉　　洋行,1,0,0.13,6.90,52.48,72.28,4.27,18.18,36.36,31,37.76,49.65,57,39.04,51.37,12R/5/.03/4,5R/5/.20/1 9R/2/.16/5,7R/3/.11/1 12R/1/.18/2,10R/4/.14/3,,,福岡,福岡,46,20:03,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,11R,3,4424,A2,松尾　　昂明,0,0,0.16,5.70,38.66,54.62,6.65,52.94,64.71,63,20.39,34.95,22,30.41,53.38,5R/2/.17/2 9R/5/.33/5,2R/3/.11/1 11R/6/.16/3,10R/1/.25/3,4R/4/.22/1,,,福岡,福岡,41,20:03,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,11R,4,4108,A1,吉村　　正明,0,0,0.14,6.41,46.91,64.20,0.00,0.00,0.00,27,50.81,67.74,56,42.25,54.93,12R/4/.29/6,6R/1/.27/2 11R/2/.22/5,4R/3/.10/1 9R/6/.13/5,10R/1/.07/1,,,山口,山口,46,20:03,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,11R,5,4124,A2,池田　　雄一,0,0,0.16,6.10,39.78,64.52,5.97,42.11,60.53,28,38.41,55.80,61,40.41,60.96,2R/3/.20/3 8R/1/.24/5,11R/4/.18/2,1R/5/.18/1 9R/2/.14/2,5R/6/.10/4,,,静岡,静岡,44,20:03,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,11R,6,4846,B1,佐藤　　駿介,0,0,0.17,4.48,25.00,42.05,4.31,18.75,37.50,15,42.16,56.86,71,33.33,47.22,4R/1/.15/1 8R/4/.22/3,3R/3/.11/2 12R/6/.17/4,9R/5/.10/3,1R/2/.10/6,,,山口,山口,32,20:03,第４８回デイリースポーツ杯,準優勝戦,５日目
桐生,01,20260718,12R,1,4711,A2,前出　　達吉,0,0,0.16,6.23,44.09,68.82,5.63,37.50,62.50,26,30.34,48.28,31,37.58,59.73,3R/4/.11/5 7R/1/.15/1,2R/2/.13/3 12R/5/.12/3,5R/6/.18/2,3R/4/.20/6,,,福井,石川,36,20:30,第４８回デイリースポーツ杯,一般特賞,５日目
桐生,01,20260718,12R,2,4706,A2,三浦　洋次朗,1,0,0.17,5.86,42.24,56.03,5.04,22.22,44.44,43,25.42,48.31,68,29.14,45.03,1R/4/.22/2 10R/6/.13/5,7R/1/.26/2,2R/5/.22/2 9R/3/.12/6,10R/2/.13/5,,,愛知,愛知,37,20:30,第４８回デイリースポーツ杯,一般特賞,５日目
桐生,01,20260718,12R,3,4791,B1,黒澤　めぐみ,0,0,0.20,5.41,30.91,55.45,5.30,43.33,43.33,40,33.12,51.95,72,30.37,48.89,2R/2/.21/2 11R/4/.16/2,8R/6/.12/2,4R/5/.07/4 12R/3/.24/5,3R/1/.19/4,,,東京,神奈川,36,20:30,第４８回デイリースポーツ杯,一般特賞,５日目
桐生,01,20260718,12R,4,5057,B1,上田　　紗奈,0,0,0.16,5.89,45.83,56.25,4.22,22.22,33.33,67,30.65,54.03,23,42.76,55.86,5R/1/.14/1 11R/5/.18/5,3R/2/.12/3 11R/3/.15/6,8R/4/.07/3,9R/6/.19/6,,,大阪,大阪,30,20:30,第４８回デイリースポーツ杯,一般特賞,５日目
桐生,01,20260718,12R,5,4487,B1,三原　　　司,0,0,0.18,4.78,25.00,43.75,3.84,19.35,32.26,74,39.74,61.54,47,34.27,47.55,1R/6/.21/3 8R/2/.27/4,6R/3/.21/3,3R/4/.15/2 12R/5/.20/4,2R/1/.16/3,,,福岡,福岡,40,20:30,第４８回デイリースポーツ杯,一般特賞,５日目
桐生,01,20260718,12R,6,5377,B1,鳥居塚　嶺王,0,0,0.18,4.09,19.77,36.05,3.00,9.38,21.88,17,32.30,49.07,67,30.99,46.48,6R/4/.16/3,1R/1/.20/6 6R/5/.08/1,1R/2/.15/2 8R/3/.09/4,7R/4/.20/3,,,群馬,群馬,22,20:30,第４８回デイリースポーツ杯,一般特賞,５日目
戸田,02,20260718,1R,1,3860,B1,松本　　浩貴,0,0,0.20,3.95,18.99,30.38,4.27,16.07,37.50,43,35.11,55.85,77,32.35,51.47,3R/4/.17/3,,,,,,埼玉,埼玉,53,10:47,ＵＨＡ味覚糖杯,予選,２日目
戸田,02,20260718,1R,2,3587,B1,武田　　信一,1,0,0.16,4.33,20.65,36.96,2.90,10.00,20.00,5,36.36,52.73,54,31.37,45.59,1R/6/.19/5 9R/3/.09/4,,,,,,徳島,徳島,53,10:47,ＵＨＡ味覚糖杯,予選,２日目
戸田,02,20260718,1R,3,3528,B1,笠野　友紀恵,0,0,0.20,3.65,8.75,25.00,5.12,29.41,47.06,10,35.05,56.07,71,33.51,53.61,5R/2/.21/2,,,,,,愛知,愛知,55,10:47,ＵＨＡ味覚糖杯,予選,２日目
戸田,02,20260718,1R,4,4177,B1,萬　　　正嗣,0,0,0.17,4.59,30.23,40.70,4.40,20.00,40.00,11,41.31,53.52,14,35.15,55.45,10R/2/.14/5,,,,,,群馬,宮城,43,10:47,ＵＨＡ味覚糖杯,予選,２日目
戸田,02,20260718,1R,5,5399,B2,長野　　未来,0,0,0.25,1.65,0.00,7.94,1.06,0.00,0.00,55,41.89,61.26,15,33.82,52.66,5R/6/.23/6,,,,,,三重,三重,24,10:47,ＵＨＡ味覚糖杯,予選,２日目
